profile_id,city,scenario,t,mean_loss,p99_brut,p99_theta,tail_ratio,var_tau,h_bar,follow_rate,c_excess,var_tau_norm,h_bar_norm,follow_rate_norm
P8,Seoul,G2,11,632.27,1543.38,1697.718,2.441,0.029532,0.561598,0.533795,0.032697,1.137829,0.979333,1.014569
P8,Seoul,G2,12,614.37,1500.23,1650.253,2.4419,0.029714,0.560644,0.532188,0.030741,1.144849,0.977668,1.011513
P8,Seoul,G2,13,613.32,1502.06,1652.266,2.4491,0.029853,0.559634,0.530848,0.035584,1.150193,0.975907,1.008966
P8,Seoul,G2,14,621.17,1513.33,1664.663,2.4363,0.029971,0.558685,0.532057,0.032306,1.15477,0.974253,1.011266
P8,Seoul,G2,15,622.225,1483.02,1631.322,2.3834,0.030142,0.55778,0.53057,0.037073,1.161329,0.972675,1.008439
P8,Seoul,G2,16,619.045,1507.45,1658.195,2.4351,0.030383,0.557089,0.529485,0.034331,1.170647,0.97147,1.006377
P8,Seoul,G2,17,590.97,1524.61,1677.071,2.5798,0.03051,0.556217,0.529558,0.031453,1.175526,0.969949,1.006515
P8,Seoul,G2,18,627.045,1558.24,1714.064,2.4851,0.03062,0.555392,0.527892,0.034315,1.179768,0.96851,1.00335
P8,Seoul,G2,19,638.7,1538.15,1691.965,2.4083,0.030676,0.554979,0.528042,0.038116,1.181917,0.96779,1.003635
P8,Seoul,G2,20,660.83,1569.06,1725.966,2.3744,0.030752,0.55437,0.52613,0.034809,1.184832,0.966727,1.0
