profile_num,profile_label,scenario,quarter,E_L,P99_L,P99_E_ratio,var_tau,h_bar,follow_rate,p0_eff_mean
7,backoffice_csp,G0,16,486.015,1558.4499999999996,3.2065882740244636,0.03757044793419513,0.31127679264423663,0.8189124999999998,0.9133907155356047
7,backoffice_csp,G0,17,472.835,1426.6799999999985,3.0172893292586176,0.036849335187164184,0.30669304413641896,0.8244925000000001,0.9170683905454626
7,backoffice_csp,G0,18,451.01,1722.05,3.8182080219950776,0.03626068181847414,0.3018803789291073,0.8277549999999999,0.9200705227257819
7,backoffice_csp,G0,19,483.455,1551.4099999999996,3.209006008832259,0.03551177829467348,0.2978141529531366,0.8316300000000001,0.9238899306971652
7,backoffice_csp,G0,20,508.65,1878.3699999999997,3.69285363216357,0.03481587646279214,0.29379748730281885,0.8367000000000001,0.9274390300397599
7,backoffice_csp,G1,1,574.815,1562.4599999999996,2.7181962892408853,0.049524289698758224,0.43732226393900264,0.6886150000000001,0.8022834094459605
7,backoffice_csp,G1,2,600.845,1554.8599999999992,2.5877888640165088,0.048976186464411715,0.4257884078678779,0.6933275000000001,0.804914304970824
7,backoffice_csp,G1,3,564.69,1299.5599999999986,2.3013688926667704,0.048393553582568624,0.4150379868331213,0.69715,0.8077109428036705
7,backoffice_csp,G1,4,575.525,1614.3499999999988,2.805004126666954,0.047793842227331934,0.40496861407380386,0.70194,0.8105895573088069
7,backoffice_csp,G1,5,589.365,1606.1,2.725136375590678,0.04709425941972557,0.39547800186474247,0.7050749999999999,0.8139475547853174
7,backoffice_csp,G1,6,617.49,1660.3299999999997,2.6888370661873062,0.046411819902797774,0.3864006372909984,0.7097825,0.8172232644665707
7,backoffice_csp,G1,7,574.53,1370.2199999999998,2.3849407341653177,0.04577168691735888,0.3778826407161675,0.7134,0.8202959027966774
7,backoffice_csp,G1,8,576.42,1702.7299999999993,2.95397453245897,0.04513752457506753,0.3698753516705145,0.7160475,0.8233398820396761
7,backoffice_csp,G1,9,592.075,1803.05,3.045306760123295,0.04440362047195086,0.36204815191122763,0.7220099999999999,0.826862621734636
7,backoffice_csp,G1,10,551.525,1500.02,2.719767916232265,0.04364517127961418,0.3552480531194078,0.7268225000000001,0.830503177857852
7,backoffice_csp,G1,11,571.365,1655.1399999999999,2.8968172709213897,0.0429564566188547,0.3483760555389729,0.7307250000000001,0.8338090082294974
7,backoffice_csp,G1,12,552.1,1635.8499999999992,2.962959608766526,0.042188151979920444,0.3418361342530579,0.7352150000000001,0.837496870496382
7,backoffice_csp,G1,13,601.1,1760.6699999999994,2.9290800199633993,0.041507712250284275,0.3357652613760119,0.7389875,0.8407629811986355
7,backoffice_csp,G1,14,536.22,1802.2199999999998,3.3609712431464693,0.04084577836784877,0.33008430175649184,0.7454275,0.8439402638343259
7,backoffice_csp,G1,15,578.67,1814.3599999999997,3.1353966855029634,0.040154307372276744,0.32462047585465537,0.7489250000000002,0.8472593246130716
7,backoffice_csp,G1,16,553.795,1542.5799999999995,2.785471158100018,0.039577582248985256,0.31972489293096773,0.7528725000000001,0.8500276052048708
7,backoffice_csp,G1,17,541.485,1419.3999999999987,2.621309916248832,0.03894557939082628,0.31534294180808703,0.756785,0.8530612189240339
7,backoffice_csp,G1,18,523.295,1681.01,3.212356319093437,0.03839248696830988,0.31081551874982766,0.7587900000000001,0.8557160625521126
7,backoffice_csp,G1,19,556.535,1520.7099999999994,2.732460671835553,0.037739108738661355,0.3068735278279475,0.7624275,0.8588522780544255
7,backoffice_csp,G1,20,578.735,1840.4199999999996,3.18007378160989,0.03711942232774034,0.3032330978377296,0.7667824999999999,0.8618267728268464
7,backoffice_csp,G2,1,591.215,1537.9099999999992,2.6012702654702586,0.04966064344271956,0.44370861537491885,0.6677025000000001,0.7815881886880726
7,backoffice_csp,G2,2,613.97,1549.7099999999994,2.52408098115543,0.049390102972615056,0.4381005441991059,0.6712425000000001,0.7828543180881615
7,backoffice_csp,G2,3,579.47,1287.4499999999987,2.2217716188931242,0.04907352173368779,0.4328419904196474,0.672735,0.7843359182863412
7,backoffice_csp,G2,4,590.13,1589.3999999999987,2.693304865029737,0.048807243626981765,0.42784706135187917,0.6750875,0.7855820998257255
7,backoffice_csp,G2,5,598.82,1547.7299999999993,2.5846331117865122,0.0484786605788749,0.4231546265527994,0.6758575,0.7871198684908655
7,backoffice_csp,G2,6,623.46,1625.2099999999998,2.606759054309819,0.04817973620442442,0.4184074866436087,0.677825,0.7885188345632937
7,backoffice_csp,G2,7,587.98,1354.09,2.3029524813769173,0.047877844980123735,0.41400418844943687,0.679535,0.7899316854930208
7,backoffice_csp,G2,8,587.49,1671.3199999999997,2.8448484229518796,0.047481544292584985,0.40954610573635775,0.6811274999999999,0.7917863727107024
7,backoffice_csp,G2,9,606.345,1753.05,2.89117581574846,0.04710705429658692,0.40540691071793633,0.6846799999999998,0.7935389858919732
7,backoffice_csp,G2,10,567.545,1454.11,2.5621052075165847,0.04674377559349873,0.4017973855449339,0.686405,0.795239130222426
7,backoffice_csp,G2,11,581.51,1613.2099999999998,2.7741741328609995,0.04638284747430376,0.3981385385894587,0.6894224999999998,0.7969282738202585
7,backoffice_csp,G2,12,563.895,1547.5799999999986,2.7444471045141356,0.04591945170296911,0.3946533962721243,0.691875,0.7990969660301047
7,backoffice_csp,G2,13,612.815,1716.4299999999996,2.800894233985786,0.04558258321162437,0.39144699657499593,0.6931649999999999,0.8006735105695979
7,backoffice_csp,G2,14,556.25,1793.09,3.223532584269663,0.04517245087638153,0.38830096957003263,0.698295,0.8025929298985345
7,backoffice_csp,G2,15,595.935,1757.05,2.9483920226199167,0.04478639891176631,0.38527332214456256,0.69887,0.8043996530929337
7,backoffice_csp,G2,16,571.2,1465.4799999999996,2.5656162464985983,0.0445382922815712,0.3825022115254598,0.701615,0.8055607921222468
7,backoffice_csp,G2,17,560.235,1400.7599999999984,2.500307906503518,0.04414356897605911,0.3798011942646887,0.7037475,0.8074080971920433
7,backoffice_csp,G2,18,543.825,1633.2199999999998,3.003208752815703,0.043806410119994886,0.37747505802365217,0.704335,0.808986000638424
7,backoffice_csp,G2,19,578.82,1478.5899999999995,2.5544901696555047,0.0435211578263001,0.37524534011185556,0.7053875,0.8103209813729155
7,backoffice_csp,G2,20,600.53,1776.2299999999998,2.9577706359382545,0.04323406422209338,0.3728551455914703,0.7077350000000001,0.811664579440603
8,admin_concours,baseline,1,868.495,1203.1,1.3852699209552155,0.02614348137688134,0.5750487257393305,0.0,0.0
8,admin_concours,baseline,2,871.69,1191.6099999999994,1.3670112081129753,0.027055394356778804,0.575265693592636,0.0,0.0
8,admin_concours,baseline,3,851.385,1193.12,1.4013871515236935,0.02798724157777028,0.5752398171303581,0.0,0.0
8,admin_concours,baseline,4,846.405,1224.06,1.4461871090080989,0.028880586634843528,0.5754617679864333,0.0,0.0
8,admin_concours,baseline,5,862.145,1159.07,1.3444026236885906,0.029683125018781734,0.5755262174588436,0.0,0.0
8,admin_concours,baseline,6,848.38,1247.04,1.469907352837172,0.030427406931240967,0.5754068266102447,0.0,0.0
8,admin_concours,baseline,7,864.36,1157.3399999999997,1.3389559905594888,0.03122586197137692,0.5753341366439625,0.0,0.0
8,admin_concours,baseline,8,845.565,1173.2299999999998,1.387510126365211,0.03191622626625369,0.5752863736883811,0.0,0.0
8,admin_concours,baseline,9,854.175,1216.09,1.4237012321831006,0.03260550268110711,0.5752577213366322,0.0,0.0
8,admin_concours,baseline,10,852.185,1206.3799999999997,1.415631582344209,0.03333772433914338,0.5753400651723459,0.0,0.0
8,admin_concours,baseline,11,852.7,1180.2599999999998,1.384144482232907,0.034008155210563426,0.5752429840626783,0.0,0.0
8,admin_concours,baseline,12,838.315,1132.7099999999994,1.3511746777762528,0.03459030199978955,0.575204997360789,0.0,0.0
8,admin_concours,baseline,13,851.695,1233.01,1.447713089779792,0.035143705618438464,0.5750747012879354,0.0,0.0
8,admin_concours,baseline,14,846.01,1213.3199999999997,1.434167444829257,0.03572359867725801,0.5752718240415677,0.0,0.0
8,admin_concours,baseline,15,853.12,1176.2999999999997,1.378821267816954,0.03620087377548478,0.5749584770180224,0.0,0.0
8,admin_concours,baseline,16,843.49,1139.1599999999999,1.350531719403905,0.036784862359531295,0.5749985596903227,0.0,0.0
8,admin_concours,baseline,17,858.795,1164.05,1.3554457117239853,0.03724661897328069,0.5750196765436487,0.0,0.0
8,admin_concours,baseline,18,833.96,1112.1699999999998,1.3336011319487744,0.037826978326709976,0.5749182958750845,0.0,0.0
8,admin_concours,baseline,19,845.035,1158.05,1.370416609962901,0.03831258686510805,0.575020345139599,0.0,0.0
8,admin_concours,baseline,20,841.4,1145.1,1.360946042310435,0.038820662697093174,0.57507401451114,0.0,0.0
8,admin_concours,G0,1,497.27,1811.1599999999999,3.6422064472017213,0.025793875321167628,0.5654251615221542,0.8364199999999999,0.9161893984583953
8,admin_concours,G0,2,576.13,1859.3199999999997,3.2272577369690865,0.026121462752102174,0.5565745987747881,0.8351075,0.9146169787899098
8,admin_concours,G0,3,529.745,1817.07,3.4300842858356377,0.026261901459377554,0.5480098380967295,0.8336975000000001,0.9139428729949879
8,admin_concours,G0,4,520.275,1829.1799999999998,3.515794531738023,0.02635971499536552,0.5399809149690001,0.8338424999999999,0.9134733680222454
8,admin_concours,G0,5,518.995,1837.04,3.53961020819083,0.02633351048805212,0.5324782747279966,0.8335825000000001,0.9135991496573499
8,admin_concours,G0,6,565.21,1850.0,3.2731197254117936,0.026262645434069788,0.5254098743401384,0.8345175,0.9139393019164652
8,admin_concours,G0,7,524.955,1786.6799999999994,3.4034917278623866,0.026240216225238422,0.5184781405084621,0.834565,0.9140469621188556
8,admin_concours,G0,8,507.53,1842.12,3.6295785470809605,0.026150820536546028,0.5121784408255707,0.834045,0.9144760614245792
8,admin_concours,G0,9,512.965,1830.1699999999998,3.56782626494985,0.026013085055951644,0.5057749445903975,0.8363499999999999,0.9151371917314322
8,admin_concours,G0,10,510.28,1846.1499999999999,3.6179156541506625,0.025869040364365263,0.5003780904613239,0.837455,0.9158286062510467
8,admin_concours,G0,11,505.505,1851.03,3.661744196397662,0.025752316527653578,0.4948911020416981,0.8374425,0.916388880667263
8,admin_concours,G0,12,483.69,1857.07,3.8393805950092,0.025527583297584665,0.48980543678522587,0.83856,0.9174676001715938
8,admin_concours,G0,13,547.165,1836.12,3.3556970931985783,0.025246040988749135,0.4847537444629809,0.8403575,0.9188190032540041
8,admin_concours,G0,14,491.95,1829.1299999999999,3.7181217603414978,0.025088685348729975,0.480186822050011,0.842645,0.919574310326096
8,admin_concours,G0,15,542.78,1852.3199999999997,3.4126533770588448,0.02498590623406173,0.47561787748100204,0.8429175000000001,0.9200676500765037
8,admin_concours,G0,16,484.28,1834.3899999999996,3.787870653341042,0.0247821191628434,0.4717325806601977,0.84451,0.9210458280183517
