quarter_type,quarter_id,agent,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
good,146_11,108,1,0,0,0,0,0,0,0,0,0
good,146_11,109,0,1,0,0,0,0,1,0,0,0
good,146_11,110,0,0,0,0,0,0,0,0,0,0
good,146_11,111,0,0,0,0,0,0,0,0,0,0
good,146_11,112,0,0,0,0,0,0,0,0,0,0
good,146_11,113,0,0,0,0,0,0,0,0,0,0
good,146_11,114,0,0,0,0,0,0,0,0,0,0
good,146_11,115,0,0,0,0,0,0,0,0,0,0
good,146_11,116,0,0,0,0,0,0,0,0,0,0
good,146_11,117,0,1,0,0,0,0,0,0,0,0
good,146_11,118,0,0,0,0,0,0,0,0,0,0
good,146_11,119,0,0,0,0,0,0,0,0,0,0
good,146_11,120,0,0,0,0,0,0,0,0,1,0
good,146_11,121,0,0,0,0,0,0,0,0,0,0
good,146_11,122,0,0,0,0,0,0,0,0,0,0
good,146_11,123,0,0,0,0,0,0,0,0,0,0
good,146_11,124,0,0,1,0,0,0,0,0,0,0
good,146_11,125,0,0,0,0,0,0,0,0,0,0
good,146_11,126,0,0,0,0,0,0,0,1,0,0
good,146_11,127,0,0,0,0,0,0,0,0,0,0
good,146_11,128,0,0,0,0,0,1,1,0,0,0
good,146_11,129,0,0,0,0,0,0,0,1,0,0
good,146_11,130,0,0,0,0,0,0,0,0,0,0
good,146_11,131,0,0,0,0,0,0,0,0,0,0
good,146_11,132,0,0,0,0,0,0,0,0,0,0
good,146_11,133,0,0,0,0,0,0,0,0,0,0
good,146_11,134,0,0,0,0,0,0,0,0,0,0
good,146_11,135,0,0,0,0,0,0,0,0,0,0
good,146_11,136,0,0,0,0,0,0,0,0,0,0
good,146_11,137,0,0,0,0,0,0,0,0,0,0
good,146_11,138,0,0,0,0,0,0,0,0,0,0
good,146_11,139,0,1,0,0,0,1,0,0,0,0
good,146_11,140,0,0,0,0,0,0,0,0,0,0
good,146_11,141,0,0,0,0,0,0,0,0,0,0
good,146_11,142,0,0,0,0,0,0,1,0,0,0
good,146_11,143,0,0,0,0,0,0,1,0,0,0
good,146_11,144,0,0,0,0,0,0,0,0,0,0
good,146_11,145,0,0,0,0,0,0,0,0,0,0
good,146_11,146,0,0,0,0,0,0,0,0,0,0
good,146_11,147,0,1,0,0,0,0,0,0,0,0
good,146_11,148,0,0,0,0,0,0,0,0,0,0
good,146_11,149,0,0,0,0,0,0,0,0,0,0
good,146_11,150,0,0,0,0,0,0,0,0,0,0
good,146_11,151,0,1,0,0,0,1,0,0,0,0
good,146_11,152,0,0,0,0,0,0,0,0,0,0
good,146_11,153,0,0,0,0,0,0,0,0,0,0
good,146_11,154,0,0,0,0,0,0,0,0,0,0
good,146_11,155,0,0,0,0,0,0,0,0,0,0
good,146_11,156,0,0,0,0,0,0,0,0,0,1
good,146_11,157,0,0,0,0,0,0,0,0,0,0
good,146_11,158,0,0,0,0,0,0,0,0,0,0
good,146_11,159,0,0,0,0,0,0,0,0,0,0
good,146_11,160,0,0,0,0,0,0,0,0,0,0
good,146_11,161,0,0,0,0,0,0,0,0,0,1
good,146_11,162,0,0,0,1,0,0,0,0,0,0
good,146_11,163,0,0,0,0,0,0,0,0,0,0
good,146_11,164,0,0,0,0,0,0,0,0,0,0
good,146_11,165,0,0,0,0,0,0,0,0,0,0
good,146_11,166,0,0,0,0,0,0,0,0,0,0
good,146_11,167,0,0,0,0,0,0,1,0,0,1
good,146_11,168,0,0,0,0,0,0,0,0,0,0
good,146_11,169,0,0,0,0,0,0,0,0,0,0
good,146_11,170,0,0,0,0,0,0,0,0,0,0
good,146_11,171,0,0,0,0,0,0,0,0,0,0
good,146_11,172,0,1,0,0,0,0,0,0,0,0
good,146_11,173,0,0,0,0,0,0,0,0,0,0
good,146_11,174,0,0,0,0,0,0,0,0,0,0
good,146_11,175,0,0,0,0,0,0,0,0,0,0
good,146_11,176,0,0,0,0,0,0,0,0,0,0
good,146_11,177,0,0,0,0,0,0,0,0,0,0
good,146_11,178,0,0,0,0,0,0,0,0,0,0
good,146_11,179,0,0,0,0,0,0,0,0,0,0
good,146_11,180,0,1,0,0,0,0,0,0,0,0
good,146_11,181,0,0,0,0,0,0,0,0,0,0
good,146_11,182,0,0,0,0,0,1,0,0,0,0
good,146_11,183,0,0,0,0,0,0,0,0,0,0
good,146_11,184,0,0,0,0,0,0,0,1,0,0
good,146_11,185,0,0,0,0,0,0,0,0,0,0
good,146_11,186,0,1,0,0,0,0,0,0,0,0
good,146_11,187,0,0,0,0,0,0,0,0,0,0
good,146_11,188,0,0,0,0,0,0,0,0,0,1
good,146_11,189,0,0,0,0,0,0,0,0,0,0
good,146_11,190,0,0,0,0,0,0,0,0,0,0
good,146_11,191,0,0,0,0,0,0,0,0,0,1
good,146_11,192,0,0,0,0,0,0,0,0,0,0
good,146_11,193,0,0,0,0,0,0,0,0,0,0
good,146_11,194,0,0,0,0,0,0,0,0,0,0
good,146_11,195,0,0,0,0,0,1,0,0,0,0
good,146_11,196,0,0,0,0,0,0,0,0,0,0
good,146_11,197,0,0,0,0,0,0,0,0,0,0
good,146_11,198,0,0,0,0,0,0,0,0,0,0
good,146_11,199,0,0,0,0,0,0,0,0,0,0
good,125_3,0,0,0,1,0,0,0,0,0,0,0
good,125_3,1,0,0,0,0,0,0,0,0,0,0
good,125_3,2,0,0,0,0,0,0,0,0,0,0
good,125_3,3,0,0,0,0,0,0,0,1,0,0
good,125_3,4,0,0,0,1,1,0,0,0,0,0
good,125_3,5,0,0,0,0,0,0,0,0,0,0
good,125_3,6,0,0,0,0,0,0,0,0,0,0
good,125_3,7,0,0,0,0,1,0,0,0,0,0
good,125_3,8,0,0,0,0,0,0,0,0,0,0
good,125_3,9,0,0,0,0,0,0,0,0,0,0
good,125_3,10,0,0,0,1,1,1,0,0,0,0
good,125_3,11,0,0,0,0,0,0,0,0,0,1
good,125_3,12,0,0,0,0,0,0,0,0,0,1
good,125_3,13,0,0,0,0,0,0,0,0,0,0
good,125_3,14,0,0,0,0,0,0,0,0,0,0
good,125_3,15,0,0,0,0,0,0,0,0,0,0
good,125_3,16,0,0,0,0,0,0,0,0,0,0
good,125_3,17,0,0,0,0,0,0,0,0,0,0
good,125_3,18,0,0,0,0,0,0,0,0,0,0
good,125_3,19,0,0,0,0,0,0,0,0,0,0
good,125_3,20,0,0,0,0,0,0,0,0,0,0
good,125_3,21,0,0,0,0,0,0,0,0,0,0
good,125_3,22,0,0,0,0,0,0,0,0,0,0
good,125_3,23,0,0,0,0,0,0,0,0,0,0
good,125_3,24,0,0,0,0,0,0,0,1,0,0
good,125_3,25,0,0,0,0,0,0,0,0,0,0
good,125_3,26,0,0,0,0,0,0,0,0,0,0
good,125_3,27,0,0,0,0,0,0,0,0,0,0
good,125_3,28,0,0,0,0,0,0,0,0,0,0
good,125_3,29,0,0,0,0,0,0,0,0,0,0
good,125_3,30,0,0,0,0,0,0,0,1,0,0
good,125_3,31,0,0,0,0,0,0,0,0,0,0
good,125_3,32,0,0,1,0,0,0,0,0,0,0
good,125_3,33,0,0,0,0,0,0,0,0,0,0
good,125_3,34,0,0,0,0,0,0,0,0,0,0
good,125_3,35,0,0,0,0,0,0,0,1,0,0
good,125_3,36,0,0,0,0,0,0,0,0,0,0
good,125_3,37,0,0,0,0,0,0,0,0,0,1
good,125_3,38,0,0,0,0,0,0,0,0,0,1
good,125_3,39,0,0,0,0,0,0,0,0,0,0
good,125_3,40,0,0,0,0,0,0,0,0,0,0
good,125_3,41,0,0,0,0,0,0,0,1,0,0
good,125_3,42,0,0,1,0,0,0,0,1,0,0
good,125_3,43,0,0,0,0,0,0,0,0,0,0
good,125_3,44,1,0,0,0,0,0,0,0,0,0
good,125_3,45,0,0,0,0,0,0,0,0,0,0
good,125_3,46,0,0,0,0,0,0,0,0,0,0
good,125_3,47,0,0,0,0,0,0,0,0,0,0
good,125_3,48,0,0,0,0,0,0,0,0,0,0
good,125_3,49,0,0,0,0,1,0,0,0,0,0
good,125_3,50,0,0,0,0,0,0,0,0,0,0
good,125_3,51,0,0,0,0,0,1,0,0,0,0
good,125_3,52,0,0,0,0,0,1,0,0,1,0
good,125_3,53,0,0,0,0,0,0,0,0,0,0
good,125_3,54,0,0,0,0,0,0,0,0,0,0
good,125_3,55,0,0,0,0,0,0,0,0,0,0
good,125_3,56,0,0,0,0,0,0,0,0,0,0
good,125_3,57,0,0,0,0,0,0,0,0,0,0
good,125_3,58,0,0,0,0,0,0,0,0,0,0
good,125_3,59,0,0,0,0,0,0,0,0,0,0
good,125_3,60,0,0,0,0,0,0,0,1,0,0
good,125_3,61,0,0,0,0,0,0,0,0,0,0
good,125_3,62,0,0,0,0,1,0,0,0,0,0
good,125_3,63,0,0,0,0,0,0,0,0,0,0
good,125_3,64,0,0,0,0,0,0,0,0,0,0
good,125_3,65,0,0,0,0,0,0,0,1,0,0
good,125_3,66,0,0,0,0,0,0,0,0,0,0
good,125_3,67,0,0,0,0,0,0,0,0,0,0
good,125_3,68,0,0,0,0,0,1,0,0,0,0
good,125_3,69,0,0,0,0,0,0,0,1,0,0
good,125_3,70,0,0,0,0,0,0,0,0,0,0
good,125_3,71,0,0,0,0,0,0,0,0,0,0
good,125_3,72,0,0,0,0,0,0,0,0,0,0
good,125_3,73,0,0,0,0,0,0,0,0,0,0
good,125_3,74,0,0,0,0,0,0,0,0,0,0
good,125_3,75,0,0,0,0,1,0,0,0,0,0
good,125_3,76,0,0,0,0,0,0,0,0,0,0
good,125_3,77,0,0,0,0,0,0,0,0,0,0
good,125_3,78,0,0,0,0,0,0,0,0,0,0
good,125_3,79,0,0,0,0,0,0,0,0,0,0
good,125_3,80,0,0,0,0,0,0,0,0,0,0
good,125_3,81,0,0,0,0,0,0,0,0,0,0
good,125_3,82,0,0,0,0,0,0,0,0,0,0
good,125_3,83,0,0,0,0,0,0,0,0,0,0
good,125_3,84,0,0,0,0,0,0,0,0,0,0
good,125_3,85,0,0,1,0,0,0,0,0,0,0
good,125_3,86,0,0,0,0,0,0,0,0,0,0
good,125_3,87,0,0,0,0,0,0,0,0,0,0
good,125_3,88,0,0,0,0,0,0,0,0,0,0
good,125_3,89,0,0,1,0,0,0,0,0,0,0
good,125_3,90,0,0,0,0,0,0,0,0,0,0
good,125_3,91,0,0,0,1,0,0,0,0,0,0
good,125_3,92,0,0,0,0,0,0,0,1,0,0
good,125_3,93,1,0,0,0,0,0,0,0,0,0
good,125_3,94,0,0,0,0,0,0,0,1,0,0
good,125_3,95,0,0,0,0,0,0,0,0,0,0
good,125_3,96,0,0,0,0,0,0,0,1,0,0
good,125_3,97,0,0,0,0,0,0,0,0,0,0
good,125_3,98,0,0,0,0,0,0,0,1,0,0
good,125_3,99,0,0,0,0,0,0,0,0,0,0
good,125_3,100,0,0,0,0,0,0,0,0,0,0
good,125_3,101,0,0,0,0,0,0,0,0,0,0
good,125_3,102,0,0,0,0,0,0,0,0,0,0
good,125_3,103,0,0,0,0,0,0,0,0,0,0
good,125_3,104,1,0,0,0,0,0,0,0,0,0
good,125_3,105,0,0,0,0,0,0,0,0,0,1
good,125_3,106,0,0,0,0,0,0,0,0,0,0
good,125_3,107,0,0,0,0,0,0,0,0,0,0
good,125_3,108,0,0,0,0,0,0,0,0,0,0
good,125_3,109,0,0,0,0,0,0,0,0,0,0
good,125_3,110,0,0,0,0,0,0,0,0,0,1
good,125_3,111,0,0,0,0,0,0,0,0,0,0
good,125_3,112,0,0,0,0,0,0,0,0,0,0
good,125_3,113,0,0,0,0,0,0,0,0,0,0
good,125_3,114,0,0,0,0,0,0,0,0,0,0
good,125_3,115,0,0,0,0,0,0,0,0,0,0
good,125_3,116,0,0,0,0,0,0,0,0,0,1
good,125_3,117,0,0,0,0,0,0,0,0,0,0
good,125_3,118,0,0,0,0,0,0,0,0,0,0
good,125_3,119,0,0,0,0,0,0,0,0,0,0
good,125_3,120,0,0,0,1,0,0,0,0,0,0
good,125_3,121,0,0,0,0,0,0,0,0,0,1
good,125_3,122,0,0,0,0,0,0,0,0,0,0
good,125_3,123,0,1,0,0,0,0,0,0,0,0
good,125_3,124,0,0,0,0,0,0,0,0,0,0
good,125_3,125,0,0,0,0,0,0,0,0,0,0
good,125_3,126,0,0,0,0,0,0,0,0,0,0
good,125_3,127,0,0,0,0,0,0,0,0,0,0
good,125_3,128,0,0,0,0,0,0,0,0,0,0
good,125_3,129,0,0,0,0,0,0,0,0,0,0
good,125_3,130,1,0,0,0,0,0,0,0,0,1
good,125_3,131,0,0,0,0,0,0,0,0,0,0
good,125_3,132,0,0,0,0,0,0,0,0,0,0
good,125_3,133,0,0,0,0,0,0,0,0,0,0
good,125_3,134,0,0,0,0,0,1,0,0,0,0
good,125_3,135,0,0,0,0,0,0,0,0,0,0
good,125_3,136,0,0,0,0,0,0,0,0,0,1
good,125_3,137,0,0,0,0,0,0,0,0,0,0
good,125_3,138,0,0,0,0,0,0,0,1,0,1
good,125_3,139,0,0,0,0,0,0,0,0,0,1
good,125_3,140,0,0,0,0,0,0,0,0,0,0
good,125_3,141,0,0,1,0,0,0,0,0,0,0
good,125_3,142,0,0,0,0,0,0,0,0,0,0
good,125_3,143,0,0,0,0,0,0,0,0,0,0
good,125_3,144,0,0,0,0,0,0,0,0,0,0
good,125_3,145,0,0,0,0,0,0,0,1,0,0
good,125_3,146,0,0,0,0,0,0,0,0,0,0
good,125_3,147,0,0,0,0,0,0,0,0,0,0
good,125_3,148,0,0,0,0,0,0,0,0,0,1
good,125_3,149,0,0,0,0,0,0,0,0,0,1
good,125_3,150,0,0,0,0,0,0,0,0,0,0
good,125_3,151,0,0,0,0,0,0,0,0,0,0
good,125_3,152,0,0,0,0,0,0,0,0,0,0
good,125_3,153,0,0,0,0,0,0,0,0,0,0
good,125_3,154,0,0,0,0,0,0,0,0,0,0
good,125_3,155,0,0,0,0,0,0,0,0,0,0
good,125_3,156,0,0,0,0,0,0,0,0,0,0
good,125_3,157,0,0,0,1,0,0,0,0,0,0
good,125_3,158,0,0,0,0,0,0,0,0,0,0
good,125_3,159,0,0,0,0,0,0,0,0,0,1
good,125_3,160,0,0,0,0,0,0,0,0,0,0
good,125_3,161,0,0,0,0,0,0,0,0,0,1
good,125_3,162,0,0,0,0,1,0,0,0,0,0
good,125_3,163,0,0,0,0,0,0,0,0,0,0
good,125_3,164,0,0,0,0,0,0,0,0,0,0
good,125_3,165,0,0,0,0,0,0,0,0,0,0
good,125_3,166,0,0,0,0,0,0,0,0,0,0
good,125_3,167,0,0,0,0,0,0,0,0,0,0
good,125_3,168,0,0,0,0,0,1,0,0,0,0
good,125_3,169,0,0,0,0,0,0,0,0,0,0
good,125_3,170,0,0,0,0,0,0,0,0,0,0
good,125_3,171,0,0,0,0,0,0,0,0,0,0
good,125_3,172,0,0,0,0,0,0,0,0,0,0
good,125_3,173,0,0,0,0,0,0,0,0,0,0
good,125_3,174,0,0,0,0,0,0,0,0,0,0
good,125_3,175,0,0,0,0,0,0,0,0,0,0
good,125_3,176,0,0,0,0,0,0,0,0,0,0
good,125_3,177,0,0,0,0,0,0,0,0,0,0
good,125_3,178,0,0,0,0,0,0,0,0,0,0
good,125_3,179,0,0,0,0,0,0,0,1,0,1
good,125_3,180,0,1,0,0,0,1,0,0,0,0
good,125_3,181,0,0,0,1,0,0,0,0,0,0
good,125_3,182,0,0,0,0,0,0,0,0,0,0
good,125_3,183,0,0,0,0,0,0,0,0,0,1
good,125_3,184,0,0,0,0,0,0,0,0,0,0
good,125_3,185,0,0,0,0,0,0,0,0,0,0
good,125_3,186,0,0,0,0,0,0,0,0,0,0
good,125_3,187,0,0,0,0,0,0,0,0,0,0
good,125_3,188,0,0,0,0,0,0,0,0,0,0
good,125_3,189,0,0,0,0,1,1,0,0,0,0
good,125_3,190,0,0,0,0,0,0,0,0,0,0
good,125_3,191,0,0,0,0,0,0,0,0,0,0
good,125_3,192,0,0,0,0,0,0,0,0,0,0
good,125_3,193,0,0,0,0,0,0,0,0,0,0
good,125_3,194,0,0,0,0,0,0,0,0,0,0
good,125_3,195,0,0,0,0,0,0,0,0,0,0
good,125_3,196,0,0,0,0,1,0,0,0,0,0
good,125_3,197,0,0,0,0,0,0,0,0,0,0
good,125_3,198,0,0,0,0,0,0,0,0,0,1
good,125_3,199,0,0,0,0,0,0,0,0,0,0
good,106_10,0,0,0,0,0,1,0,0,0,0,0
good,106_10,1,0,0,0,0,0,0,0,0,0,0
good,106_10,2,0,0,0,0,0,0,0,0,0,0
good,106_10,3,0,0,0,0,0,0,0,0,0,0
good,106_10,4,0,0,0,0,0,1,0,0,0,0
good,106_10,5,0,0,0,0,0,0,0,0,0,0
good,106_10,6,0,0,0,0,0,0,0,0,0,0
good,106_10,7,0,0,0,0,1,0,0,0,0,0
good,106_10,8,0,0,0,0,1,0,0,0,0,0
good,106_10,9,0,0,0,0,0,0,0,0,0,0
good,106_10,10,0,0,0,0,0,0,0,0,0,0
good,106_10,11,0,0,0,0,0,1,0,0,0,0
good,106_10,12,0,0,0,0,0,0,0,0,0,0
good,106_10,13,0,0,0,0,0,0,0,0,0,0
good,106_10,14,0,0,0,0,0,0,0,0,0,0
good,106_10,15,0,0,0,0,0,0,0,0,0,0
good,106_10,16,0,0,0,0,1,0,1,0,0,0
good,106_10,17,0,0,0,0,0,0,0,0,0,0
good,106_10,18,0,0,0,0,0,0,0,0,0,0
good,106_10,19,0,0,0,0,0,0,0,0,0,0
good,106_10,20,0,0,0,0,0,0,0,0,0,0
good,106_10,21,0,0,0,0,0,0,0,0,0,0
good,106_10,22,0,0,0,0,0,1,0,0,0,1
good,106_10,23,0,0,0,0,0,0,0,0,0,0
good,106_10,24,0,0,0,0,0,0,0,0,0,0
good,106_10,25,0,0,0,0,0,0,0,0,0,0
good,106_10,26,0,0,0,0,1,0,0,0,0,0
good,106_10,27,0,0,0,0,0,0,0,0,0,0
good,106_10,28,0,0,0,0,0,0,0,0,0,0
good,106_10,29,0,0,0,0,0,0,0,0,0,0
good,106_10,30,0,0,0,0,0,0,0,0,0,0
good,106_10,31,0,0,0,0,0,0,0,0,0,0
good,106_10,32,0,0,0,0,0,0,0,0,0,0
good,106_10,33,0,0,0,0,0,1,0,0,0,0
good,106_10,34,0,0,0,0,0,0,0,0,0,0
good,106_10,35,0,0,0,0,0,0,0,0,0,1
good,106_10,36,0,0,0,0,1,0,0,0,0,1
good,106_10,37,0,0,0,0,0,0,0,0,0,0
good,106_10,38,0,0,0,0,0,0,1,0,0,0
good,106_10,39,0,0,0,0,1,0,0,0,0,0
good,106_10,40,0,0,0,0,1,0,0,0,0,0
good,106_10,41,0,0,0,0,1,0,0,0,0,0
good,106_10,42,1,0,0,0,1,0,0,0,0,0
good,106_10,43,0,0,0,0,0,0,0,0,0,0
good,106_10,44,0,0,0,0,0,0,0,0,0,0
good,106_10,45,0,0,0,0,0,1,0,0,0,0
good,106_10,46,0,0,0,0,1,0,0,0,0,0
good,106_10,47,0,0,0,0,0,0,0,0,0,0
good,106_10,48,0,0,0,0,0,1,0,0,1,0
good,106_10,49,0,0,0,0,0,0,0,0,0,0
good,106_10,50,0,0,0,0,0,0,0,0,0,0
good,106_10,51,0,0,0,0,0,0,0,0,0,0
good,106_10,52,0,0,0,0,0,0,0,0,0,0
good,106_10,53,0,0,0,0,0,0,0,0,0,0
good,106_10,54,0,0,0,0,0,0,0,0,0,0
good,106_10,55,0,0,0,0,0,0,0,0,0,0
good,106_10,56,0,0,0,0,1,0,0,0,0,0
good,106_10,57,0,0,0,0,1,0,0,0,0,0
good,106_10,58,0,0,0,0,0,0,0,0,0,0
good,106_10,59,0,0,0,0,0,0,0,0,0,0
good,106_10,60,0,0,0,0,0,0,0,0,0,0
good,106_10,61,0,0,0,0,0,0,0,0,0,0
good,106_10,62,0,0,0,0,1,0,0,0,0,0
good,106_10,63,0,0,0,0,0,0,0,0,0,0
good,106_10,64,1,0,0,0,0,0,0,0,0,0
good,106_10,65,0,0,0,0,0,0,0,0,0,0
good,106_10,66,0,0,0,0,0,0,0,0,0,0
good,106_10,67,0,0,0,0,0,0,0,0,0,0
good,106_10,68,0,0,0,0,1,0,0,0,0,0
good,106_10,69,0,0,0,0,0,0,0,0,0,0
good,106_10,70,0,0,0,0,0,0,0,0,0,0
good,106_10,71,0,0,0,0,0,0,0,0,0,0
good,106_10,72,0,0,0,0,0,0,0,0,0,0
good,106_10,73,0,0,0,0,0,1,0,0,1,1
good,106_10,74,0,0,0,0,0,0,0,0,0,0
good,106_10,75,0,0,0,0,0,0,0,0,0,0
good,106_10,76,0,0,0,0,0,0,0,0,0,0
good,106_10,77,0,0,1,0,0,0,0,0,0,0
good,106_10,78,0,0,0,0,0,0,0,0,0,0
good,106_10,79,0,0,0,0,0,0,0,0,0,0
good,106_10,80,0,0,0,0,0,0,0,0,0,0
good,106_10,81,0,0,0,0,1,0,0,0,0,0
good,106_10,82,0,0,0,0,0,0,0,0,0,0
good,106_10,83,0,0,0,0,0,0,0,0,0,0
good,106_10,84,0,0,0,0,0,0,0,0,0,0
good,106_10,85,0,0,0,0,0,0,1,0,0,0
good,106_10,86,0,0,0,0,0,0,0,0,0,0
good,106_10,87,0,0,0,0,0,0,0,0,0,0
good,106_10,88,0,0,0,0,0,0,0,0,0,0
good,106_10,89,1,0,0,0,1,0,0,0,0,0
good,106_10,90,0,0,0,0,0,0,0,0,0,0
good,106_10,91,0,0,0,0,0,0,0,0,0,0
good,106_10,92,0,0,0,0,0,0,0,0,0,0
good,106_10,93,0,0,0,0,1,0,0,0,0,0
good,106_10,94,0,0,0,0,1,0,0,0,0,0
good,106_10,95,0,0,0,0,0,0,0,0,0,0
good,106_10,96,0,0,0,0,0,0,0,0,0,0
good,106_10,97,0,0,0,0,1,0,0,0,0,0
good,106_10,98,0,0,0,0,1,1,0,0,0,0
good,106_10,99,0,0,0,0,0,0,0,0,0,0
good,106_10,100,0,0,0,0,0,0,0,0,0,0
good,106_10,101,0,0,0,0,0,0,0,0,0,0
good,106_10,102,0,0,0,0,0,0,0,0,0,0
good,106_10,103,0,0,0,0,0,0,0,0,0,0
good,106_10,104,0,0,0,0,0,0,0,0,0,0
good,106_10,105,0,0,0,0,1,0,0,0,0,0
good,106_10,106,0,0,0,0,1,0,0,0,0,0
good,106_10,107,0,0,0,0,1,1,0,0,0,0
good,106_10,108,0,0,0,0,1,0,0,0,0,0
good,106_10,109,0,0,0,0,0,0,0,0,0,0
good,106_10,110,0,0,0,0,0,0,0,0,0,0
good,106_10,111,0,0,0,0,0,0,0,0,0,0
good,106_10,112,0,0,0,0,0,0,0,0,0,0
good,106_10,113,0,0,0,0,0,0,0,0,0,0
good,106_10,114,0,0,0,0,0,0,1,0,0,0
good,106_10,115,0,0,0,0,0,0,0,0,0,0
good,106_10,116,0,0,0,0,1,1,0,0,0,0
good,106_10,117,0,0,0,0,0,0,0,0,0,0
good,106_10,118,0,0,0,0,0,0,0,0,0,0
good,106_10,119,0,0,0,0,1,0,0,0,0,0
good,106_10,120,0,0,0,0,0,0,0,0,0,0
good,106_10,121,0,0,0,0,0,0,0,0,0,0
good,106_10,122,0,0,0,0,0,0,0,0,0,0
good,106_10,123,0,0,0,0,0,0,0,0,0,0
good,106_10,124,1,0,0,0,0,1,0,0,0,0
good,106_10,125,0,0,0,0,0,0,0,0,0,0
good,106_10,126,0,0,0,0,0,0,0,0,0,0
good,106_10,127,0,0,0,0,0,0,0,1,0,0
good,106_10,128,0,0,0,0,0,0,0,0,0,0
good,106_10,129,0,0,0,0,0,0,0,0,0,0
good,106_10,130,0,0,0,0,0,0,0,0,0,0
good,106_10,131,0,0,0,0,0,0,0,0,0,0
good,106_10,132,0,0,0,0,0,0,0,0,0,0
good,106_10,133,0,0,0,0,0,0,0,0,0,0
good,106_10,134,0,0,0,0,0,0,0,0,0,0
good,106_10,135,0,0,0,0,0,0,0,0,0,0
good,106_10,136,0,0,0,0,0,1,0,0,1,0
good,106_10,137,0,0,0,0,0,0,0,0,0,0
good,106_10,138,1,0,0,0,0,0,0,0,0,0
good,106_10,139,0,0,0,0,0,0,0,0,0,0
good,106_10,140,0,0,0,0,0,0,0,0,0,0
good,106_10,141,0,0,0,0,0,0,0,0,0,0
good,106_10,142,0,0,0,0,0,0,0,0,0,0
good,106_10,143,0,0,0,0,1,0,0,0,0,0
good,106_10,144,0,0,0,0,0,0,0,0,0,0
good,106_10,145,0,0,0,0,0,0,0,0,0,0
good,106_10,146,0,0,0,0,0,0,0,0,0,0
good,106_10,147,0,0,0,0,0,0,0,0,0,0
good,106_10,148,0,0,0,0,0,0,0,0,0,0
good,106_10,149,0,0,0,0,0,0,0,0,0,0
good,106_10,150,0,0,0,0,0,0,0,0,0,0
good,106_10,151,0,0,0,0,0,0,0,0,0,0
good,106_10,152,0,0,0,0,0,0,0,0,0,0
good,106_10,153,0,0,0,0,0,0,0,0,0,0
good,106_10,154,0,0,0,0,0,0,0,0,0,0
good,106_10,155,0,0,0,0,0,0,0,0,0,0
good,106_10,156,0,0,0,0,0,0,0,0,0,0
good,106_10,157,0,0,0,0,0,0,0,0,0,0
good,106_10,158,0,0,0,0,0,1,0,0,0,0
good,106_10,159,0,0,0,0,0,0,0,0,0,0
good,106_10,160,0,0,0,0,0,0,0,0,0,0
good,106_10,161,0,0,0,0,1,0,0,0,0,0
good,106_10,162,0,0,0,0,0,0,0,0,0,0
good,106_10,163,0,0,0,0,1,0,0,0,0,0
good,106_10,164,0,0,0,0,0,0,0,0,0,0
good,106_10,165,0,0,0,0,0,0,0,0,0,0
good,106_10,166,0,0,0,0,0,0,0,0,0,0
good,106_10,167,0,0,0,0,0,0,0,0,0,0
good,106_10,168,0,0,0,0,0,0,0,0,0,0
good,106_10,169,0,0,0,0,1,0,0,0,0,0
good,106_10,170,0,0,0,0,0,0,0,0,0,0
good,106_10,171,0,0,0,0,0,0,0,0,0,0
good,106_10,172,0,0,0,0,0,0,0,0,0,0
good,106_10,173,0,0,0,0,0,0,0,0,0,0
good,106_10,174,0,0,0,0,0,0,0,0,0,0
good,106_10,175,0,0,1,0,0,0,0,0,0,1
good,106_10,176,0,0,0,0,1,0,0,0,0,0
good,106_10,177,0,0,0,0,1,0,0,0,0,0
good,106_10,178,0,0,0,0,0,0,0,0,0,0
good,106_10,179,0,0,0,0,0,0,0,0,0,0
good,106_10,180,0,0,0,0,0,0,0,0,0,0
good,106_10,181,0,0,0,0,0,1,0,0,0,0
good,106_10,182,0,0,0,0,0,0,0,0,0,0
good,106_10,183,0,0,0,0,0,0,0,0,0,0
good,106_10,184,0,0,0,0,0,0,0,0,0,0
good,106_10,185,0,0,1,0,0,0,0,0,1,0
good,106_10,186,0,0,0,0,0,0,0,0,0,0
good,106_10,187,0,0,0,0,0,0,0,0,0,0
good,106_10,188,0,0,0,0,0,0,0,0,0,0
good,106_10,189,0,0,0,0,0,0,0,0,0,0
good,106_10,190,0,0,0,0,1,0,1,0,0,0
good,106_10,191,0,0,0,0,0,0,0,0,0,0
good,106_10,192,0,0,0,0,0,0,0,0,0,0
good,106_10,193,0,0,0,0,0,0,0,0,0,0
good,106_10,194,1,0,0,0,0,0,0,0,0,0
good,106_10,195,0,0,0,0,0,0,0,0,0,0
good,106_10,196,0,0,0,0,0,0,0,0,0,0
good,106_10,197,0,0,0,0,0,0,0,0,0,0
good,106_10,198,0,0,0,0,0,0,0,0,0,0
good,106_10,199,0,0,0,0,0,0,0,0,0,0
good,139_0,0,0,0,0,0,0,0,0,0,0,0
good,139_0,1,0,0,0,0,0,0,0,0,0,0
good,139_0,2,0,1,0,0,0,0,0,0,0,0
good,139_0,3,0,0,0,0,0,0,0,0,0,0
good,139_0,4,0,0,0,0,0,0,0,0,0,0
good,139_0,5,0,0,0,0,0,0,0,0,0,0
