profile_id,city,scenario,bin_lo,bin_hi,count,density,mean_loss,p99_brut,p99_theta,tail_ratio,output_mean,crisis_pct
P7,Bangalore,G2,1100,1200,19,1.9e-05,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1200,1300,27,2.7e-05,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1300,1400,63,6.3e-05,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1400,1500,106,0.000106,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1500,1600,150,0.00015,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1600,1700,190,0.00019,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1700,1800,197,0.000197,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1800,1900,31,3.1e-05,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P8,Seoul,baseline,0,100,0,0.0,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,100,200,0,0.0,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,200,300,0,0.0,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,300,400,5,5e-06,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,400,500,43,4.3e-05,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,500,600,329,0.000329,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,600,700,1124,0.001124,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,700,800,2172,0.002172,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,800,900,2719,0.002719,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,900,1000,2030,0.00203,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1000,1100,1139,0.001139,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1100,1200,347,0.000347,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1200,1300,81,8.1e-05,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1300,1400,9,9e-06,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1400,1500,2,2e-06,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1500,1600,0,0.0,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1600,1700,0,0.0,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1700,1800,0,0.0,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,baseline,1800,1900,0,0.0,851.4652,1203.02,1203.02,1.4129,1148.5348,0.08
P8,Seoul,G0,0,100,126,0.000126,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,100,200,3405,0.003405,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,200,300,799,0.000799,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,300,400,1578,0.001578,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,400,500,1043,0.001043,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,500,600,379,0.000379,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,600,700,893,0.000893,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,700,800,155,0.000155,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,800,900,450,0.00045,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,900,1000,177,0.000177,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1000,1100,56,5.6e-05,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1100,1200,105,0.000105,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1200,1300,17,1.7e-05,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1300,1400,31,3.1e-05,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1400,1500,18,1.8e-05,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1500,1600,17,1.7e-05,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1600,1700,61,6.1e-05,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1700,1800,163,0.000163,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G0,1800,1900,523,0.000523,479.8073,1854.0,2317.5,3.8641,1900.2409,0.08
P8,Seoul,G1,0,100,0,0.0,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,100,200,340,0.00034,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,200,300,2746,0.002746,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,300,400,1681,0.001681,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,400,500,1357,0.001357,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,500,600,1054,0.001054,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,600,700,704,0.000704,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,700,800,499,0.000499,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,800,900,420,0.00042,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,900,1000,207,0.000207,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1000,1100,95,9.5e-05,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1100,1200,67,6.7e-05,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1200,1300,37,3.7e-05,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1300,1400,19,1.9e-05,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1400,1500,26,2.6e-05,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1500,1600,75,7.5e-05,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1600,1700,384,0.000384,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1700,1800,284,0.000284,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G1,1800,1900,5,5e-06,541.5362,1737.0,2084.4,3.2075,1750.1565,0.08
P8,Seoul,G2,0,100,0,0.0,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,100,200,2,2e-06,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,200,300,232,0.000232,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,300,400,1595,0.001595,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,400,500,2500,0.0025,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,500,600,1889,0.001889,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,600,700,1226,0.001226,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,700,800,839,0.000839,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,800,900,518,0.000518,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,900,1000,238,0.000238,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1000,1100,118,0.000118,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1100,1200,56,5.6e-05,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1200,1300,39,3.9e-05,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1300,1400,144,0.000144,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1400,1500,366,0.000366,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1500,1600,215,0.000215,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1600,1700,23,2.3e-05,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1700,1800,0,0.0,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
P8,Seoul,G2,1800,1900,0,0.0,618.6855,1546.03,1700.633,2.4989,1519.446,0.08
