profile_id,city,scenario,bin_lo,bin_hi,count,density,mean_loss,p99_brut,p99_theta,tail_ratio,output_mean,crisis_pct
P4,Brussels,G1,0,100,0,0.0,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,100,200,64,6.4e-05,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,200,300,1323,0.001323,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,300,400,1492,0.001492,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,400,500,1518,0.001518,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,500,600,1398,0.001398,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,600,700,1067,0.001067,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,700,800,790,0.00079,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,800,900,631,0.000631,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,900,1000,417,0.000417,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1000,1100,253,0.000253,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1100,1200,163,0.000163,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1200,1300,86,8.6e-05,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1300,1400,71,7.1e-05,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1400,1500,80,8e-05,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1500,1600,234,0.000234,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1600,1700,356,0.000356,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1700,1800,55,5.5e-05,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G1,1800,1900,2,2e-06,634.2465,1674.0,2008.8,2.6394,1638.9042,0.08
P4,Brussels,G2,0,100,0,0.0,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,100,200,0,0.0,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,200,300,71,7.1e-05,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,300,400,902,0.000902,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,400,500,1887,0.001887,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,500,600,1952,0.001952,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,600,700,1614,0.001614,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,700,800,1169,0.001169,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,800,900,813,0.000813,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,900,1000,459,0.000459,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1000,1100,233,0.000233,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1100,1200,131,0.000131,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1200,1300,133,0.000133,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1300,1400,295,0.000295,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1400,1500,278,0.000278,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1500,1600,62,6.2e-05,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1600,1700,1,1e-06,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1700,1800,0,0.0,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P4,Brussels,G2,1800,1900,0,0.0,675.8065,1464.03,1610.433,2.1663,1456.6128,0.08
P5,San Francisco,baseline,0,100,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,100,200,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,200,300,5,5e-06,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,300,400,150,0.00015,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,400,500,904,0.000904,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,500,600,2448,0.002448,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,600,700,3067,0.003067,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,700,800,2206,0.002206,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,800,900,927,0.000927,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,900,1000,248,0.000248,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1000,1100,36,3.6e-05,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1100,1200,9,9e-06,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1200,1300,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1300,1400,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1400,1500,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1500,1600,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1600,1700,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1700,1800,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,baseline,1800,1900,0,0.0,653.4715,958.01,958.01,1.466,1346.5285,0.08
P5,San Francisco,G0,0,100,10,1e-05,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,100,200,1549,0.001549,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,200,300,1502,0.001502,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,300,400,2744,0.002744,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,400,500,1164,0.001164,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,500,600,1071,0.001071,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,600,700,695,0.000695,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,700,800,231,0.000231,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,800,900,189,0.000189,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,900,1000,58,5.8e-05,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1000,1100,28,2.8e-05,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1100,1200,49,4.9e-05,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1200,1300,62,6.2e-05,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1300,1400,80,8e-05,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1400,1500,148,0.000148,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1500,1600,149,0.000149,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1600,1700,136,0.000136,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1700,1800,113,0.000113,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G0,1800,1900,22,2.2e-05,467.6968,1723.01,2153.7625,3.684,1915.3791,0.08
P5,San Francisco,G1,0,100,2,2e-06,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,100,200,450,0.00045,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,200,300,2074,0.002074,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,300,400,2327,0.002327,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,400,500,1722,0.001722,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,500,600,1361,0.001361,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,600,700,707,0.000707,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,700,800,336,0.000336,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,800,900,182,0.000182,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,900,1000,60,6e-05,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1000,1100,29,2.9e-05,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1100,1200,56,5.6e-05,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1200,1300,82,8.2e-05,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1300,1400,120,0.00012,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1400,1500,165,0.000165,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1500,1600,149,0.000149,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1600,1700,130,0.00013,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1700,1800,47,4.7e-05,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G1,1800,1900,1,1e-06,495.5372,1657.02,1988.424,3.3439,1805.3553,0.08
P5,San Francisco,G2,0,100,1,1e-06,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,100,200,237,0.000237,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,200,300,1822,0.001822,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,300,400,2471,0.002471,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,400,500,2078,0.002078,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,500,600,1362,0.001362,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,600,700,762,0.000762,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,700,800,320,0.00032,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,800,900,132,0.000132,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,900,1000,49,4.9e-05,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1000,1100,55,5.5e-05,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1100,1200,83,8.3e-05,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1200,1300,118,0.000118,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1300,1400,176,0.000176,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1400,1500,160,0.00016,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1500,1600,150,0.00015,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1600,1700,24,2.4e-05,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1700,1800,0,0.0,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P5,San Francisco,G2,1800,1900,0,0.0,495.7973,1544.02,1667.5416,3.1142,1624.539,0.08
P6,Singapore,baseline,0,100,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,100,200,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,200,300,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,300,400,2,2e-06,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,400,500,49,4.9e-05,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,500,600,410,0.00041,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,600,700,1616,0.001616,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,700,800,2927,0.002927,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,800,900,2877,0.002877,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,900,1000,1521,0.001521,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1000,1100,508,0.000508,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1100,1200,82,8.2e-05,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1200,1300,7,7e-06,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1300,1400,1,1e-06,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1400,1500,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1500,1600,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1600,1700,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1700,1800,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,baseline,1800,1900,0,0.0,802.0947,1084.0,1084.0,1.3515,1197.9053,0.08
P6,Singapore,G0,0,100,0,0.0,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,100,200,351,0.000351,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,200,300,2872,0.002872,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,300,400,2552,0.002552,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,400,500,1856,0.001856,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,500,600,1062,0.001062,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,600,700,370,0.00037,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,700,800,140,0.00014,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,800,900,70,7e-05,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,900,1000,75,7.5e-05,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1000,1100,87,8.7e-05,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1100,1200,135,0.000135,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1200,1300,117,0.000117,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1300,1400,127,0.000127,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1400,1500,97,9.7e-05,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1500,1600,58,5.8e-05,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1600,1700,25,2.5e-05,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1700,1800,6,6e-06,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G0,1800,1900,0,0.0,440.3263,1476.01,1845.0125,3.3521,1949.5922,0.08
P6,Singapore,G1,0,100,0,0.0,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,100,200,6,6e-06,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,200,300,707,0.000707,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,300,400,2919,0.002919,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,400,500,2923,0.002923,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,500,600,1709,0.001709,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,600,700,687,0.000687,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,700,800,235,0.000235,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,800,900,97,9.7e-05,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,900,1000,99,9.9e-05,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1000,1100,118,0.000118,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1100,1200,155,0.000155,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1200,1300,143,0.000143,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1300,1400,112,0.000112,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1400,1500,66,6.6e-05,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1500,1600,22,2.2e-05,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1600,1700,2,2e-06,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1700,1800,0,0.0,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G1,1800,1900,0,0.0,502.0817,1384.05,1660.86,2.7566,1797.5019,0.08
P6,Singapore,G2,0,100,0,0.0,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,100,200,0,0.0,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,200,300,25,2.5e-05,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,300,400,584,0.000584,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,400,500,2660,0.00266,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,500,600,3344,0.003344,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,600,700,1922,0.001922,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,700,800,604,0.000604,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,800,900,193,0.000193,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,900,1000,162,0.000162,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1000,1100,169,0.000169,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1100,1200,192,0.000192,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1200,1300,100,0.0001,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1300,1400,35,3.5e-05,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1400,1500,10,1e-05,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1500,1600,0,0.0,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1600,1700,0,0.0,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1700,1800,0,0.0,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P6,Singapore,G2,1800,1900,0,0.0,584.8445,1218.03,1339.833,2.0827,1556.6711,0.08
P7,Bangalore,baseline,0,100,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,100,200,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,200,300,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,300,400,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,400,500,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,500,600,2,2e-06,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,600,700,14,1.4e-05,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,700,800,85,8.5e-05,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,800,900,560,0.00056,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,900,1000,1619,0.001619,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1000,1100,2693,0.002693,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1100,1200,2663,0.002663,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1200,1300,1672,0.001672,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1300,1400,576,0.000576,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1400,1500,105,0.000105,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1500,1600,11,1.1e-05,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1600,1700,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1700,1800,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,baseline,1800,1900,0,0.0,1102.2155,1407.0,1407.0,1.2765,897.7845,0.08
P7,Bangalore,G0,0,100,0,0.0,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,100,200,235,0.000235,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,200,300,2628,0.002628,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,300,400,1833,0.001833,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,400,500,2147,0.002147,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,500,600,1184,0.001184,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,600,700,540,0.00054,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,700,800,468,0.000468,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,800,900,96,9.6e-05,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,900,1000,60,6e-05,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1000,1100,28,2.8e-05,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1100,1200,11,1.1e-05,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1200,1300,20,2e-05,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1300,1400,45,4.5e-05,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1400,1500,52,5.2e-05,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1500,1600,135,0.000135,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1600,1700,134,0.000134,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1700,1800,175,0.000175,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G0,1800,1900,181,0.000181,509.7513,1848.0,2310.0,3.6253,1862.8109,0.08
P7,Bangalore,G1,0,100,0,0.0,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,100,200,5,5e-06,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,200,300,708,0.000708,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,300,400,2672,0.002672,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,400,500,2415,0.002415,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,500,600,1475,0.001475,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,600,700,1161,0.001161,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,700,800,450,0.00045,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,800,900,208,0.000208,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,900,1000,96,9.6e-05,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1000,1100,27,2.7e-05,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1100,1200,13,1.3e-05,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1200,1300,21,2.1e-05,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1300,1400,50,5e-05,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1400,1500,77,7.7e-05,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1500,1600,121,0.000121,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1600,1700,193,0.000193,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1700,1800,188,0.000188,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G1,1800,1900,113,0.000113,566.183,1804.02,2164.824,3.1863,1720.5804,0.08
P7,Bangalore,G2,0,100,0,0.0,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,100,200,2,2e-06,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,200,300,325,0.000325,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,300,400,2431,0.002431,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,400,500,2489,0.002489,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,500,600,1902,0.001902,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,600,700,1204,0.001204,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,700,800,506,0.000506,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,800,900,246,0.000246,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,900,1000,83,8.3e-05,581.433,1757.0,1809.71,3.0218,1461.124,0.08
P7,Bangalore,G2,1000,1100,29,2.9e-05,581.433,1757.0,1809.71,3.0218,1461.124,0.08
