profile_num,profile_label,description,geographies,E_L_baseline,E_L_G0,P99_baseline,P99_G0,P99_G2,P99xtheta_G0,P99xtheta_G2,Output_G0,Output_G2,premium_G0_pct,premium_G2_pct,ratio_G0,ratio_G2,scaffold_benefit,p0_eff_mean_G0,var_tau_t20_G0,h_bar_t20_G0,follow_rate_mean_G0
1,bigfour_continental,Big Four Audit,Frankfurt/Paris/Milan,601.15775,570.1825,924.0099999999998,1697.0199999999995,1283.0,2121.2749999999996,1436.96,1787.271875,1583.7483200000001,83.65818551747275,38.85131113299642,0.3319213312378035,0.3402332450781087,0.025041818822877,0.8409214927648304,0.026937924317823,0.5691411427901281,0.7561472499999999
2,bank_international,Investment Bank,London/NYC/Singapore,400.912,492.1715,635.0099999999998,1199.0199999999995,817.0199999999995,1498.7749999999994,964.0835999999994,1884.785625,1835.4171349999997,88.81907371537456,28.662540747389787,0.20115370041349673,0.5156205479088835,1.5633162444884712,0.697654455868721,0.04032527718901306,0.6794164502106331,0.58602725
3,conseil_elite,Strategy Consulting,elite national pipeline,402.2875,496.7665,686.0299999999993,1599.0099999999998,1057.0099999999998,1998.7624999999998,1247.2717999999998,1879.041875,1823.1283199999998,133.08164365989845,54.076352346107434,0.1323117130418933,0.26090257778759685,0.9718781639913344,0.7951024694777814,0.02527093519648413,0.6581409674712921,0.713896
4,juridique_continental,Corporate Legal,continental Europe,801.88,618.9505,1121.0,1789.0,1443.0099999999998,2236.25,1587.311,1726.311875,1441.7766000000001,59.58965209634255,28.7252453166815,0.7398105983243513,0.7079687947045543,-0.04304048048502909,0.8828254140130906,0.028826699540768743,0.5383754257550245,0.793766
5,startup_tech,Tech Startup,SF/London/Berlin,653.4715,442.1325,958.0099999999998,1516.0699999999983,1348.0,1895.0874999999978,1455.8400000000001,1947.334375,1625.66622,58.25200154486892,40.70834333670843,0.7659629595147254,0.5092365277274843,-0.33516820702386146,0.9190177408768031,0.0311799849570418,0.4822651108039872,0.82487475
6,agence_creative,Creative Agency,Singapore/Dubai/Amsterdam,802.09475,432.72025,1084.0,1120.0699999999983,1006.0,1400.0874999999978,1106.6000000000001,1959.0996875,1561.7745,3.3274907749075933,-7.19557195571956,19.096609945622074,-4.221410313481033,-1.2210554818630937,0.7973193781356813,0.04032527718901306,0.5452590217138971,0.685735
7,backoffice_csp,Shared Services / Back-office,Bangalore/Manila,1102.2155,516.4045,1407.0,1689.0099999999998,1603.0,2111.2625,1651.0900000000001,1854.494375,1455.128895,20.04335465529494,13.93034825870647,5.316645974482449,4.456455362975667,-0.1617919672732238,0.8908697325730828,0.03481587646279214,0.29379748730281885,0.789580625
8,admin_concours,Central Administration,FR/KR/JP concours,851.46525,519.0035,1203.0199999999995,1849.0099999999998,1514.0199999999995,2311.2625,1665.4219999999996,1851.245625,1487.942225,53.69736163987302,25.851606789579563,1.1394088470889463,1.1431144681953767,0.0032522312916015853,0.9175017048361049,0.02409979532296793,0.45793829091421856,0.8392006249999999
